"Plant_ID","Panel","General","Detail","Cut","Panel.Label","x_coord","y_coord","fid","spl_code","mg"
"Sansevieria erythraeae Mattei","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Panel.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_General.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Detail.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Cut.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Panel+Label.jpg",7.15570810738379,46.7931109795569,96,"dbgi_000959",NA
"Crassula perforata Thunb.","DCIM/JPEG_20230323125009421.jpg","DCIM/JPEG_20230323125020621.jpg","DCIM/JPEG_20230323125042513.jpg","DCIM/JPEG_20230323125130458.jpg","DCIM/JPEG_20230323125146115.jpg",7.15566233649403,46.7930861975187,57,"dbgi_000961",NA
"Aeonium arboreum (L.) Webb et Berthel. var. arboreum","DCIM/Succulent_greenhouse/Aeonium arboreum (L.) Webb et Berthel. var. arboreum_dbgi_000962_Panel.jpg","DCIM/Succulent_greenhouse/Aeonium arboreum (L.) Webb et Berthel. var. arboreum_dbgi_000962_General.jpg","DCIM/Succulent_greenhouse/Aeonium arboreum (L.) Webb et Berthel. var. arboreum_dbgi_000962_Detail.jpg","DCIM/Succulent_greenhouse/Aeonium arboreum (L.) Webb et Berthel. var. arboreum_dbgi_000962_Cut.jpg","DCIM/Succulent_greenhouse/Aeonium arboreum (L.) Webb et Berthel. var. arboreum_dbgi_000962_Panel+Label.jpg",7.15560940257153,46.7931008559078,68,"dbgi_000962",NA
"Pelargonium laxum (Sweet) G. Don","DCIM/JPEG_20230323094043720.jpg","DCIM/JPEG_20230323094055587.jpg","DCIM/JPEG_20230323094112317.jpg","DCIM/JPEG_20230323094133166.jpg","DCIM/JPEG_20230323094200828.jpg",7.15568761248221,46.793085535446,44,"dbgi_000965",NA
"Pelargonium bowkeri Harv.","DCIM/JPEG_20230323094553610.jpg","DCIM/JPEG_20230323094619447.jpg","DCIM/JPEG_20230323094635542.jpg","DCIM/JPEG_20230323094706950.jpg","DCIM/JPEG_20230323094728016.jpg",7.15568778690792,46.7930916371163,45,"dbgi_000966",NA
"Colletia paradoxa (Spreng.) Escl.","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Panel.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_General.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Detail.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Cut.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Panel+Label.jpg",7.15578908849007,46.7931018431364,101,"dbgi_000967",NA
"Sedum palmeri S. Watson","DCIM/JPEG_20230223103135576.jpg","DCIM/JPEG_20230223103146599.jpg","DCIM/JPEG_20230223103218459.jpg","DCIM/JPEG_20230223103302621.jpg","DCIM/JPEG_20230223103319230.jpg",7.15580669157237,46.7930700172806,1,"dbgi_000969",NA
"Echeveria elegans Rose","DCIM/JPEG_20230322135653282.jpg","DCIM/JPEG_20230322135744289.jpg","DCIM/JPEG_20230322135811618.jpg","DCIM/JPEG_20230322135922546.jpg","DCIM/JPEG_20230322140012706.jpg",7.15574292559494,46.7930837200618,25,"dbgi_000970",NA
"Haemanthus albiflos Jacq.","DCIM/JPEG_20230323085047133.jpg","DCIM/JPEG_20230323085101169.jpg","DCIM/JPEG_20230323085119416.jpg","DCIM/JPEG_20230323085139806.jpg","DCIM/JPEG_20230323085203024.jpg",7.15571461826506,46.7930815102855,36,"dbgi_000972",NA
"Senecio citriformis G.D. Rowley","DCIM/JPEG_20230322141706786.jpg","DCIM/JPEG_20230322141718979.jpg","DCIM/JPEG_20230322141742514.jpg","DCIM/JPEG_20230322141756241.jpg","DCIM/JPEG_20230322141813796.jpg",7.15573570507605,46.7930856279367,28,"dbgi_000973",NA
"Lavandula dentata L.","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Panel.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_General.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Detail.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Cut.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Panel+Label.jpg",7.1555995022938,46.7931230685169,91,"dbgi_000974",NA
"Echeveria leucotricha J.A. Purpus","DCIM/JPEG_20230322111259304.jpg","DCIM/JPEG_20230322111309512.jpg","DCIM/JPEG_20230322111325350.jpg","DCIM/JPEG_20230322111349418.jpg","DCIM/JPEG_20230322111410109.jpg",7.15574955225598,46.7930798908843,23,"dbgi_000976",NA
"Gasteria excelsa Baker","DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Panel.jpg","DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_General.jpg","DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Detail.jpg","DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Cut.jpg","DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Panel+Label.jpg",7.15574171865032,46.7930981457114,79,"dbgi_000977",NA
"Senecio articulatus (L. f.) Sch. Bip.","DCIM/JPEG_20230322141134435.jpg","DCIM/JPEG_20230322141205676.jpg","DCIM/JPEG_20230322141228681.jpg","DCIM/JPEG_20230322141249530.jpg","DCIM/JPEG_20230322141318754.jpg",7.15573892157559,46.7930833799642,27,"dbgi_000978 hi ",NA
"Gasteria rawlinsonii Oberm.","DCIM/JPEG_20230323085726820.jpg","DCIM/JPEG_20230323085742011.jpg","DCIM/JPEG_20230323085757798.jpg","DCIM/JPEG_20230323085814715.jpg","DCIM/JPEG_20230323085831440.jpg",7.15571349381657,46.7930872430425,37,"dbgi_000979",NA
"Pelargonium klinghardtense R. Knuth","DCIM/JPEG_20230323121148562.jpg","DCIM/JPEG_20230323121201498.jpg","DCIM/JPEG_20230323121220375.jpg","DCIM/JPEG_20230323121237796.jpg","DCIM/JPEG_20230323121300831.jpg",7.15568345084293,46.7930884784948,48,"dbgi_000980",NA
"Pelargonium tongaense Vorster","DCIM/JPEG_20230323120626407.jpg","DCIM/JPEG_20230323120639800.jpg","DCIM/JPEG_20230323120709832.jpg","DCIM/JPEG_20230323120805179.jpg","DCIM/JPEG_20230323120823067.jpg",7.15568642922624,46.7930883020758,47,"dbgi_000982",NA
"Gasteria pillansii Kensit","DCIM/JPEG_20230323091038997.jpg","DCIM/JPEG_20230323091101398.jpg","DCIM/JPEG_20230323091122572.jpg","DCIM/JPEG_20230323091159842.jpg","DCIM/JPEG_20230323091224573.jpg",7.1557067077617,46.7930812513993,38,"dbgi_000983",NA
"Callisia navicularis (Ortgies) D.R. Hunt","DCIM/JPEG_20230322103439835.jpg","DCIM/JPEG_20230322103454538.jpg","DCIM/JPEG_20230322103514950.jpg","DCIM/JPEG_20230322103529749.jpg","DCIM/JPEG_20230322103553066.jpg",7.15576863419015,46.7930795882648,17,"dbgi_000984",NA
"Argania spinosa (L.) Skeels","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Panel.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_General.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Detail.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Cut.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Panel+Label.jpg",7.15560158702408,46.7931147755318,90,"dbgi_000986",NA
"Echeveria bicolor (Kunth) E. Walther","DCIM/JPEG_20230322105519107.jpg","DCIM/JPEG_20230322105535548.jpg","DCIM/JPEG_20230322105743230.jpg","DCIM/JPEG_20230322105802253.jpg","DCIM/JPEG_20230322105824478.jpg",7.15575842809361,46.7930781730416,20,"dbgi_000987",NA
"Acacia karroo Hayne","DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Panel.jpg","DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_General.jpg","DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Detail.jpg","DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Cut.jpg","DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Panel+Label.jpg",7.15569800493637,46.7931048852382,83,"dbgi_000988",NA
"Glottiphyllum cruciatum (Haw.) N.E. Br.","DCIM/JPEG_20230322142144296.jpg","DCIM/JPEG_20230322142153753.jpg","DCIM/JPEG_20230322142222592.jpg","DCIM/JPEG_20230322142234393.jpg","DCIM/JPEG_20230322142253274.jpg",7.15573089903448,46.7930854509155,29,"dbgi_000989",NA
"Titanopsis calcarea (Marloth) Schwantes","DCIM/JPEG_20230322144641258.jpg","DCIM/JPEG_20230322144653768.jpg","DCIM/JPEG_20230322144716761.jpg","DCIM/JPEG_20230322144735168.jpg","DCIM/JPEG_20230322144751303.jpg",7.15572499197418,46.7930813644765,32,"dbgi_000990",NA
"Lenophyllum texanum (J.G. Sm.) Rose","DCIM/JPEG_20230223114928457.jpg","DCIM/JPEG_20230223114937912.jpg","DCIM/JPEG_20230223114947462.jpg","DCIM/JPEG_20230223115024983.jpg","DCIM/JPEG_20230223115043644.jpg",7.15579379288022,46.7930713204464,8,"dbgi_000991",NA
"Sedum nussbaumerianum Bitter","DCIM/JPEG_20230223114002735.jpg","DCIM/JPEG_20230223114013190.jpg","DCIM/JPEG_20230223114027628.jpg","DCIM/JPEG_20230223114038999.jpg","DCIM/JPEG_20230223114127012.jpg",7.15580262235974,46.7930713423957,6,"dbgi_000992",NA
"Carpobrotus edulis (L.) L. Bolus","DCIM/JPEG_20230322142838593.jpg","DCIM/JPEG_20230322142850039.jpg","DCIM/JPEG_20230322142914958.jpg","DCIM/JPEG_20230322142923039.jpg","DCIM/JPEG_20230322142946265.jpg",7.15572971993062,46.7930811561381,30,"dbgi_000993",NA
"Eriocephalus africanus L.","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Panel.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_General.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Detail.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Cut.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Panel+Label.jpg",7.15565899561222,46.793118660318,94,"dbgi_000994",NA
"Sedum mexicanum Britton","DCIM/JPEG_20230322102559464.jpg","DCIM/JPEG_20230322102611648.jpg","DCIM/JPEG_20230322102644419.jpg","DCIM/JPEG_20230322102655386.jpg","DCIM/JPEG_20230322102812416.jpg",7.15577155782307,46.7930816886358,16,"dbgi_000996",NA
"Pleiospilos compactus (Aiton) Schwantes subsp. compactus","DCIM/JPEG_20230322143854106.jpg","DCIM/JPEG_20230322143905424.jpg","DCIM/JPEG_20230322143946588.jpg","DCIM/JPEG_20230322144007079.jpg","DCIM/JPEG_20230322144129553.jpg",7.15572705321493,46.7930854963765,31,"dbgi_000997",NA
"Pachyphytum oviferum J.A. Purpus","DCIM/JPEG_20230223120302602.jpg","DCIM/JPEG_20230223120310612.jpg","DCIM/JPEG_20230223120330830.jpg","DCIM/JPEG_20230223120349375.jpg","DCIM/JPEG_20230223120405293.jpg",7.1557770129408,46.793071278731,11,"dbgi_000998",NA
"Zephyranthes minuta (Kunth) D. Dietr.","DCIM/JPEG_20230322111851459.jpg","DCIM/JPEG_20230322111903313.jpg","DCIM/JPEG_20230322111919717.jpg","DCIM/JPEG_20230322111929083.jpg","DCIM/JPEG_20230322111942318.jpg",7.15574599649828,46.7930850396361,24,"dbgi_000999",NA
"Zephyranthes andersoniana Benth. et Hook. f.","DCIM/JPEG_20230322104244052.jpg","DCIM/JPEG_20230322104301491.jpg","DCIM/JPEG_20230322104318879.jpg","DCIM/JPEG_20230322104329095.jpg","DCIM/JPEG_20230322104355390.jpg",7.15576624869845,46.7930824988197,18,"dbgi_001000",NA
"Crassula ovata (Mill.) Druce","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Panel.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_General.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Detail.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Cut.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Panel+Label.jpg",7.1557229518496,46.7930992190865,81,"dbgi_001001",NA
"Pelargonium 'Lavender Lad'","DCIM/JPEG_20230323093037483.jpg","DCIM/JPEG_20230323093046231.jpg","DCIM/JPEG_20230323093103753.jpg","DCIM/JPEG_20230323093134794.jpg","DCIM/JPEG_20230323093149613.jpg",7.15580003483674,46.7930740625627,42,"dbgi_001002",NA
"Pelargonium echinatum","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Panel.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_General.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Detail.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Cut.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Panel+Label.jpg",7.15570426426446,46.7930998705176,82,"dbgi_001004",NA
"Senecio crassissimus Humbert","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Panel.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_General.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Detail.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Cut.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Panel+Label.jpg",7.15563372790915,46.7931091596092,86,"dbgi_001007",NA
"Senecio herreanus Dinter","DCIM/JPEG_20230322140627671.jpg","DCIM/JPEG_20230322140642920.jpg","DCIM/JPEG_20230322140659073.jpg","DCIM/JPEG_20230322140724677.jpg","DCIM/JPEG_20230322140735769.jpg",7.15573987280642,46.7930853081575,26,"dbgi_001010",NA
"Dyckia sulphurea C. Koch","DCIM/JPEG_20230322101406925.jpg","DCIM/JPEG_20230322101658257.jpg","DCIM/JPEG_20230322101724803.jpg","DCIM/JPEG_20230322101803183.jpg","DCIM/JPEG_20230322102020559.jpg",7.15578753442314,46.7930789226377,15,"dbgi_001011",NA
"Sedum nussbaumerianum Bitter","DCIM/JPEG_20230223113609300.jpg","DCIM/JPEG_20230223113649585.jpg","DCIM/JPEG_20230223113706529.jpg","DCIM/JPEG_20230223113726595.jpg","DCIM/JPEG_20230223113750360.jpg",7.15580281796468,46.793071342882,5,"dbgi_001013",NA
"Gasteria bicolor var. liliputana (Poelln.) van Jaarsv.","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Panel.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_General.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Detail.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Cut.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Panel+Label.jpg",7.15574594109437,46.7930962267346,78,"dbgi_001014",NA
"Kalanchoe beharensis Drake","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Panel.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_General.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Detail.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Cut.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Panel+Label.jpg",7.15562241684139,46.7931211556275,92,"dbgi_001016",NA
"Pachyphytum compactum Rose","DCIM/JPEG_20230223115437378.jpg","DCIM/JPEG_20230223115513233.jpg","DCIM/JPEG_20230223115523587.jpg","DCIM/JPEG_20230223115538892.jpg","DCIM/JPEG_20230223115556955.jpg",7.15578052706425,46.7930712874675,9,"dbgi_001017",NA
"Beaucarnea recurvata Lem.","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Panel.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_General.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Detail.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Cut.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Panel+Label.jpg",7.15579433834824,46.7930911345902,75,"dbgi_001019",NA
"Aloe ciliaris Haw.","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Panel.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_General.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Detail.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Cut.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Panel+Label.jpg",7.15575973931309,46.7930954012086,76,"dbgi_001021",NA
"Euphorbia stenoclada Baill.","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Panel.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_General.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Detail.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Cut.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Panel+Label.jpg",7.15562245939452,46.793110994818,88,"dbgi_001023",NA
"Gasteria disticha (L.) Haw.","DCIM/JPEG_20230323092517223.jpg","DCIM/JPEG_20230323092529891.jpg","DCIM/JPEG_20230323092546704.jpg","DCIM/JPEG_20230323092604175.jpg","DCIM/JPEG_20230323092627368.jpg",7.15569631812574,46.7930902722484,41,"dbgi_001024",NA
"Mammillaria gracilis Pfeiff.","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Panel.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_General.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Detail.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Cut.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Panel+Label.jpg",7.15580128581254,46.7931076697657,116,"dbgi_001025",NA
"Aloe ferox Mill.","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Panel.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_General.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Detail.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Cut.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Panel+Label.jpg",7.15574027912304,46.7931087715882,99,"dbgi_001026",NA
"Pelargonium patulum Jacq.","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Panel.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_General.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Detail.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Cut.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Panel+Label.jpg",7.15571621516036,46.7931251163011,121,"dbgi_001027",NA
"Aloe perfoliata L.","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Panel.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_General.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Detail.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Cut.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Panel+Label.jpg",7.15569550872527,46.7931296800006,124,"dbgi_001035",NA
"Mammillaria elongata DC.","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Panel.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_General.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Detail.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Cut.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Panel+Label.jpg",7.15581112743032,46.7931065845467,115,"dbgi_001041",NA
"Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Panel.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_General.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Detail.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Cut.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Panel+Label.jpg",7.15577411671758,46.7931194879677,118,"dbgi_001045",NA
"Opuntia tuna (L.) Mill. var. monstrosa","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Panel.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_General.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Detail.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Cut.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Panel+Label.jpg",7.1558107204682,46.7931142132202,114,"dbgi_001054",NA
"Huernia schneideriana A. Berger","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Panel.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_General.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Detail.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Cut.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Panel+Label.jpg",7.15570004350677,46.7931284838101,122,"dbgi_001057",NA
"Orbea variegata (L.) Haw.","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Panel.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_General.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Detail.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Cut.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Panel+Label.jpg",7.15569311182605,46.7931213875961,123,"dbgi_001116",NA
"Tischleria peersii Schwantes","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Panel.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_General.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Detail.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Cut.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Panel+Label.jpg",7.15574333471301,46.7931213847568,120,"dbgi_001119",NA
"Mammillaria magnimamma Haw. fo. obconella","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Panel.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_General.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Detail.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Cut.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Panel+Label.jpg",7.15579987243795,46.7931152906524,117,"dbgi_001134",NA
